date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-02-10,912,0,213,1,,0,698,33,0,27,0,,0,0,湖南
2020-02-11,946,0,263,2,,0,681,34,0,50,1,,0,0,湖南
2020-02-12,968,0,312,2,,0,654,22,0,49,0,,0,0,湖南
2020-02-13,988,0,352,2,,0,634,20,0,40,0,,0,0,湖南
2020-02-14,1001,0,389,2,,0,610,13,0,37,0,,0,0,湖南
2020-02-15,1004,0,430,3,,0,571,3,0,41,1,,0,0,湖南
2020-02-16,1006,0,467,3,,0,536,2,0,37,0,,0,0,湖南
2020-02-17,1007,0,501,4,,0,502,1,0,34,1,,0,0,湖南
2020-02-18,1008,0,542,4,,0,462,1,0,41,0,,0,0,湖南
2020-02-19,1010,0,578,4,,0,428,2,0,36,0,,0,0,湖南
2020-02-20,1011,0,638,4,,0,369,1,0,60,0,,0,0,湖南
2020-02-21,1013,0,670,4,,0,339,2,0,32,0,,0,0,湖南
2020-02-22,1016,0,704,4,,0,308,3,0,34,0,,0,0,湖南
2020-02-23,1016,0,721,4,,0,291,0,0,17,0,,0,0,湖南
2020-02-24,1016,0,751,4,,0,261,0,0,30,0,,0,0,湖南
2020-02-25,1016,0,779,4,,0,233,0,0,28,0,,0,0,湖南
2020-02-26,1017,0,793,4,,0,220,1,0,14,0,,0,0,湖南
2020-02-27,1017,0,820,4,,0,193,0,0,27,0,,0,0,湖南
2020-02-28,1018,0,841,4,,0,173,1,0,21,0,,0,0,湖南
2020-02-29,1018,0,853,4,,0,161,0,0,12,0,,0,0,湖南
2020-03-01,1018,0,876,4,,0,138,0,0,23,0,,0,0,湖南
2020-03-02,1018,0,892,4,,0,122,0,0,16,0,,0,0,湖南
2020-03-03,1018,0,913,4,,0,101,0,0,21,0,,0,0,湖南
2020-03-04,1018,0,933,4,,0,81,0,0,20,0,,0,0,湖南
2020-03-05,1018,0,933,4,,0,81,0,0,0,0,,0,0,湖南
2020-03-06,1018,0,959,4,,0,55,0,0,26,0,,0,0,湖南
2020-03-07,1018,0,965,4,,0,49,0,0,6,0,,0,0,湖南
2020-03-08,1018,0,979,4,,0,35,0,0,14,0,,0,0,湖南
2020-03-09,1018,0,988,4,,0,26,0,0,9,0,,0,0,湖南
2020-03-10,1018,0,995,4,,0,19,0,0,7,0,,0,0,湖南
2020-03-11,1018,0,998,4,,0,16,0,0,3,0,,0,0,湖南
2020-03-12,1018,0,1004,4,,0,10,0,0,6,0,,0,0,湖南
2020-03-13,1018,0,1009,4,,0,5,0,0,5,0,,0,0,湖南
2020-03-14,1018,0,1014,4,,0,0,0,0,5,0,,0,0,湖南
2020-03-15,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-16,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-17,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-18,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-19,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-20,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-21,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-22,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-23,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-24,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-25,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-26,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-27,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-28,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-29,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-30,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-03-31,1018,0,1014,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-01,1019,0,1014,4,,0,1,1,0,0,0,,0,0,湖南
2020-04-02,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-03,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-04,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-05,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-06,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-07,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-08,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-09,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-10,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-11,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-12,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-13,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-14,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-15,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-16,1019,0,1014,4,,0,1,0,0,0,0,,0,0,湖南
2020-04-17,1019,0,1015,4,,0,0,0,0,1,0,,0,0,湖南
2020-04-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-04-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-05-31,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-06-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-07-31,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-08-31,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-09-30,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-01,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-02,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-03,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-04,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-05,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-06,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-07,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-08,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-09,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-10,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-11,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-12,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-13,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-14,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-15,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-16,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-17,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-18,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-19,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-20,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-21,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-22,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-23,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-24,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-25,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-26,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-27,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-28,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-29,1019,0,1015,4,,0,0,0,0,0,0,,0,0,湖南
2020-10-30,1020,0,1015,4,,0,1,1,0,0,0,,0,0,湖南
2020-10-31,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-01,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-02,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-03,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-04,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-05,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-06,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-08,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-09,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-10,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-11,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-12,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-13,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-14,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-15,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-16,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-17,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-18,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-19,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-20,1020,0,1015,4,,0,1,0,0,0,0,,0,0,湖南
2020-11-21,1020,0,1016,4,,0,0,0,0,1,0,,0,0,湖南
2020-11-22,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-23,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-24,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-25,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-26,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-27,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-28,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-29,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-11-30,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-12-01,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-12-02,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-12-03,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-12-04,1020,0,1016,4,,0,0,0,0,0,0,,0,0,湖南
2020-01-23,15,0,0,0,,0,15,0,0,0,0,,0,0,安徽
2020-01-24,39,0,0,0,,0,39,24,0,0,0,,0,0,安徽
2020-01-25,60,0,0,0,,0,60,21,0,0,0,,0,0,安徽
2020-01-26,70,0,0,0,,0,70,10,0,0,0,,0,0,安徽
2020-01-27,106,0,0,0,,0,106,36,0,0,0,,0,0,安徽
2020-01-28,152,0,0,0,,0,152,46,0,0,0,,0,0,安徽
2020-01-29,200,0,2,0,,0,198,48,0,2,0,,0,0,安徽
2020-01-30,237,0,3,0,,0,234,37,0,1,0,,0,0,安徽
2020-01-31,297,0,3,0,,0,294,60,0,0,0,,0,0,安徽
2020-02-01,340,0,5,0,,0,335,43,0,2,0,,0,0,安徽
2020-02-02,408,0,7,0,,0,401,68,0,2,0,,0,0,安徽
2020-02-03,480,0,14,0,,0,466,72,0,7,0,,0,0,安徽
2020-02-04,530,0,20,0,,0,510,50,0,6,0,,0,0,安徽
2020-02-05,591,0,23,0,,0,568,61,0,3,0,,0,0,安徽
2020-02-06,665,0,34,0,,0,631,74,0,11,0,,0,0,安徽
2020-02-07,733,0,47,0,,0,686,68,0,13,0,,0,0,安徽
2020-02-08,779,0,59,1,,0,719,46,0,12,1,,0,0,安徽
2020-02-09,830,0,73,3,,0,754,51,0,14,2,,0,0,安徽
2020-02-10,860,0,88,4,,0,768,30,0,15,1,,0,0,安徽
2020-02-11,889,0,108,4,,0,777,29,0,20,0,,0,0,安徽
2020-02-12,910,0,128,5,,0,777,22,0,20,1,,0,0,安徽
2020-02-13,934,0,166,6,,0,762,24,0,38,1,,0,0,安徽
2020-02-14,934,0,196,6,,0,732,24,0,30,0,,0,0,安徽
2020-02-15,962,0,232,6,,0,724,12,0,36,0,,0,0,安徽
2020-02-16,973,0,293,6,,0,674,11,0,61,0,,0,0,安徽
2020-02-17,982,0,361,6,,0,615,9,0,68,0,,0,0,安徽
2020-02-18,986,0,424,6,,0,556,4,0,63,0,,0,0,安徽
2020-02-19,987,0,500,6,,0,481,1,0,76,0,,0,0,安徽
2020-02-20,988,0,500,6,,0,482,1,0,0,0,,0,0,安徽
2020-02-21,989,0,620,6,,0,363,1,0,120,0,,0,0,安徽
2020-02-22,989,0,648,6,,0,335,1,0,28,0,,0,0,安徽
2020-02-23,989,0,692,6,,0,291,0,0,44,0,,0,0,安徽
2020-02-24,989,0,727,6,,0,256,0,0,35,0,,0,0,安徽
2020-02-25,989,0,764,6,,0,219,0,0,37,0,,0,0,安徽
2020-02-26,989,0,815,6,,0,168,0,0,51,0,,0,0,安徽
2020-02-27,990,0,842,6,,0,142,1,0,27,0,,0,0,安徽
2020-02-28,990,0,868,6,,0,116,0,0,26,0,,0,0,安徽
2020-02-29,990,0,888,6,,0,96,0,0,20,0,,0,0,安徽
2020-03-01,990,0,917,6,,0,67,0,0,29,0,,0,0,安徽
2020-03-02,990,0,941,6,,0,43,0,0,24,0,,0,0,安徽
2020-03-03,990,0,956,6,,0,28,0,0,15,0,,0,0,安徽
2020-03-04,990,0,970,6,,0,14,0,0,14,0,,0,0,安徽
2020-03-05,990,0,970,6,,0,14,0,0,0,0,,0,0,安徽
2020-03-06,990,0,981,6,,0,3,0,0,11,0,,0,0,安徽
2020-03-07,990,0,984,6,,0,0,0,0,3,0,,0,0,安徽
2020-03-08,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-09,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-10,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-11,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-12,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-13,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-14,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-15,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-16,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-17,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-18,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-19,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-20,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-21,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-22,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-23,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
2020-03-24,990,0,984,6,,0,0,0,0,0,0,,0,0,安徽
